   1 	     2.3989 
   2 	     5.1785 
   3 	     7.9169 
   4 	    10.6826 
   5 	    13.3395 
   6 	    16.1522 
   7 	    18.8841 
   8 	    21.5717 
   9 	    24.3068 
  10 	    27.0257 
  11 	    29.7542 
  12 	    32.5813 
  13 	    35.1782 
  14 	    37.8702 
  15 	    40.5434 
  16 	    43.3497 
  17 	    46.0807 
  18 	    48.7656 
  19 	    51.5060 
  20 	    54.2171 
  21 	    56.9738 
  22 	    59.6519 
  23 	    62.3967 
  24 	    65.1697 
  25 	    67.7938 
  26 	    70.5362 
