   1 	     9.8583 
   2 	    12.4686 
   3 	    15.0848 
   4 	    17.9411 
   5 	    20.7457 
   6 	    23.3862 
   7 	    26.1508 
   8 	    28.8599 
   9 	    31.5504 
  10 	    34.3702 
  11 	    37.0664 
  12 	    39.8018 
  13 	    42.4862 
  14 	    45.2188 
  15 	    47.7886 
  16 	    50.6362 
  17 	    53.3850 
  18 	    55.9342 
  19 	    58.8318 
  20 	    61.5674 
  21 	    64.3378 
  22 	    66.8806 
  23 	    69.6182 
  24 	    72.3947 
  25 	    75.1826 
  26 	    77.7731 
